Date,Currency,Rate
2024-02-16,DKK,7.4546
2024-02-16,GBP,0.85605
2024-02-16,HKD,8.4236
2024-02-16,HUF,389.13
2024-02-16,IDR,16837
2024-02-16,ILS,3.8864
2024-02-16,INR,89.38
2024-02-16,ISK,149.1
2024-02-16,JPY,161.88
2024-02-16,KRW,1435.09
2024-02-16,MXN,18.3536
2024-02-16,MYR,5.1476
2024-02-16,NOK,11.3555
2024-02-16,NZD,1.7648
2024-02-16,PHP,60.258
2024-02-16,PLN,4.34
2024-02-16,RON,4.9771
2024-02-16,SEK,11.2655
2024-02-16,SGD,1.45
2024-02-16,THB,38.829
2024-02-16,TRY,33.195
2024-02-16,USD,1.0768
2024-02-16,ZAR,20.338
2024-02-19,AUD,1.6479
2024-02-19,BGN,1.9558
2024-02-19,BRL,5.3433
2024-02-19,CAD,1.4522
2024-02-19,CHF,0.9492
2024-02-19,CNY,7.757
2024-02-19,CZK,25.455
2024-02-19,DKK,7.4547
2024-02-19,GBP,0.85448
2024-02-19,HKD,8.4273
2024-02-19,HUF,388.4
2024-02-19,IDR,16860
2024-02-19,ILS,3.9074
2024-02-19,INR,89.46
2024-02-19,ISK,148.7
2024-02-19,JPY,161.59
2024-02-19,KRW,1438.87
2024-02-19,MXN,18.3698
2024-02-19,MYR,5.1585
2024-02-19,NOK,11.3045
2024-02-19,NZD,1.7536
2024-02-19,PHP,60.41
2024-02-19,PLN,4.3265
2024-02-19,RON,4.977
2024-02-19,SEK,11.237
2024-02-19,SGD,1.4503
2024-02-19,THB,38.826
2024-02-19,TRY,33.264
2024-02-19,USD,1.0776
2024-02-19,ZAR,20.431
2024-02-20,AUD,1.6457
2024-02-20,BGN,1.9558
2024-02-20,BRL,5.3521
2024-02-20,CAD,1.4562
2024-02-20,CHF,0.9526
2024-02-20,CNY,7.7718
2024-02-20,CZK,25.429
2024-02-20,DKK,7.4542
2024-02-20,GBP,0.8566
2024-02-20,HKD,8.4487
2024-02-20,HUF,388.28
2024-02-20,IDR,16916
2024-02-20,ILS,3.9502
2024-02-20,INR,89.6
2024-02-20,ISK,148.3
2024-02-20,JPY,162.18
2024-02-20,KRW,1440.76
2024-02-20,MXN,18.3792
2024-02-20,MYR,5.1823
2024-02-20,NOK,11.3275
2024-02-20,NZD,1.7493
2024-02-20,PHP,60.556
2024-02-20,PLN,4.3248
2024-02-20,RON,4.9768
2024-02-20,SEK,11.2185
2024-02-20,SGD,1.4525
2024-02-20,THB,38.941
2024-02-20,TRY,33.382
2024-02-20,USD,1.0802
2024-02-20,ZAR,20.467
2024-02-21,AUD,1.6486
2024-02-21,BGN,1.9558
2024-02-21,BRL,5.3253
2024-02-21,CAD,1.4618
2024-02-21,CHF,0.951
2024-02-21,CNY,7.773
2024-02-21,CZK,25.38
2024-02-21,DKK,7.4545
2024-02-21,GBP,0.85619
2024-02-21,HKD,8.4544
2024-02-21,HUF,387.98
2024-02-21,IDR,16890
2024-02-21,ILS,3.9738
2024-02-21,INR,89.63
2024-02-21,ISK,148.5
2024-02-21,JPY,162.12
2024-02-21,KRW,1441.77
2024-02-21,MXN,18.4379
2024-02-21,MYR,5.1818
2024-02-21,NOK,11.3345
2024-02-21,NZD,1.7479
2024-02-21,PHP,60.48
2024-02-21,PLN,4.3165
2024-02-21,RON,4.976
2024-02-21,SEK,11.2075
2024-02-21,SGD,1.4524
2024-02-21,THB,38.739
2024-02-21,TRY,33.515
2024-02-21,USD,1.0809
2024-02-21,ZAR,20.345
2024-02-22,AUD,1.6515
2024-02-22,BGN,1.9558
2024-02-22,BRL,5.3499
2024-02-22,CAD,1.4618
2024-02-22,CHF,0.9535
2024-02-22,CNY,7.7988
2024-02-22,CZK,25.309
2024-02-22,DKK,7.454
2024-02-22,GBP,0.85625
2024-02-22,HKD,8.4817
2024-02-22,HUF,386.88
2024-02-22,IDR,16904
2024-02-22,ILS,3.9607
2024-02-22,INR,89.87
2024-02-22,ISK,148.9
2024-02-22,JPY,163.12
2024-02-22,KRW,1438.77
2024-02-22,MXN,18.507
2024-02-22,MYR,5.1796
2024-02-22,NOK,11.356
2024-02-22,NZD,1.7497
2024-02-22,PHP,60.434
2024-02-22,PLN,4.3158
2024-02-22,RON,4.9768
2024-02-22,SEK,11.174
2024-02-22,SGD,1.4552
2024-02-22,THB,38.941
2024-02-22,TRY,33.609
2024-02-22,USD,1.0844
2024-02-22,ZAR,20.669
2024-02-23,AUD,1.6467
2024-02-23,BGN,1.9558
2024-02-23,BRL,5.3831
2024-02-23,CAD,1.4587
2024-02-23,CHF,0.9522
2024-02-23,CNY,7.7972
2024-02-23,CZK,25.354
2024-02-23,DKK,7.4544
2024-02-23,GBP,0.8534
2024-02-23,HKD,8.476
2024-02-23,HUF,388.47
2024-02-23,IDR,16908
2024-02-23,ILS,3.9322
2024-02-23,INR,89.82
2024-02-23,ISK,148.5
2024-02-23,JPY,162.91
2024-02-23,KRW,1440.95
2024-02-23,MXN,18.5089
2024-02-23,MYR,5.1759
2024-02-23,NOK,11.389
2024-02-23,NZD,1.7445
2024-02-23,PHP,60.562
2024-02-23,PLN,4.3118
2024-02-23,RON,4.9744
2024-02-23,SEK,11.1545
2024-02-23,SGD,1.4553
2024-02-23,THB,39.013
2024-02-23,TRY,33.684
2024-02-23,USD,1.0834
2024-02-23,ZAR,20.867
2024-02-26,AUD,1.656
2024-02-26,BGN,1.9558
2024-02-26,BRL,5.4111
2024-02-26,CAD,1.4674
2024-02-26,CHF,0.9546
2024-02-26,CNY,7.81
2024-02-26,CZK,25.367
2024-02-26,DKK,7.4542
2024-02-26,GBP,0.85495
2024-02-26,HKD,8.4898
2024-02-26,HUF,389.53
2024-02-26,IDR,16963
2024-02-26,ILS,3.9603
2024-02-26,INR,89.94
2024-02-26,ISK,149.3
2024-02-26,JPY,163.38
2024-02-26,KRW,1444.46
2024-02-26,MXN,18.5473
2024-02-26,MYR,5.184
2024-02-26,NOK,11.4285
2024-02-26,NZD,1.756
2024-02-26,PHP,60.874
2024-02-26,PLN,4.3053
2024-02-26,RON,4.9722
2024-02-26,SEK,11.1675
2024-02-26,SGD,1.4582
2024-02-26,THB,38.915
2024-02-26,TRY,33.774
2024-02-26,USD,1.0852
2024-02-26,ZAR,20.95
2024-02-27,AUD,1.6565
2024-02-27,BGN,1.9558
2024-02-27,BRL,5.3945
2024-02-27,CAD,1.465
2024-02-27,CHF,0.9544
2024-02-27,CNY,7.814
2024-02-27,CZK,25.332
2024-02-27,DKK,7.4551
2024-02-27,GBP,0.8562
2024-02-27,HKD,8.4947
2024-02-27,HUF,390.2
2024-02-27,IDR,16976
2024-02-27,ILS,3.9342
2024-02-27,INR,89.98
2024-02-27,ISK,149.3
2024-02-27,JPY,163.04
2024-02-27,KRW,1445.31
2024-02-27,MXN,18.5221
2024-02-27,MYR,5.1696
2024-02-27,NOK,11.431
2024-02-27,NZD,1.7601
2024-02-27,PHP,60.902
2024-02-27,PLN,4.3153
2024-02-27,RON,4.9668
2024-02-27,SEK,11.1805
2024-02-27,SGD,1.4584
2024-02-27,THB,38.932
2024-02-27,TRY,33.813
2024-02-27,USD,1.0856
2024-02-27,ZAR,20.772
2024-02-28,AUD,1.6639
2024-02-28,BGN,1.9558
2024-02-28,BRL,5.3497
2024-02-28,CAD,1.4689
2024-02-28,CHF,0.952
2024-02-28,CNY,7.7807
2024-02-28,CZK,25.352
2024-02-28,DKK,7.454
2024-02-28,GBP,0.85548
2024-02-28,HKD,8.4599
2024-02-28,HUF,391.95
2024-02-28,IDR,16983
2024-02-28,ILS,3.8965
2024-02-28,INR,89.6
2024-02-28,ISK,149.3
2024-02-28,JPY,162.87
2024-02-28,KRW,1445.35
2024-02-28,MXN,18.4801
2024-02-28,MYR,5.1565
2024-02-28,NOK,11.4675
2024-02-28,NZD,1.7728
2024-02-28,PHP,60.827
2024-02-28,PLN,4.2965
2024-02-28,RON,4.9683
2024-02-28,SEK,11.192
2024-02-28,SGD,1.4554
2024-02-28,THB,38.898
2024-02-28,TRY,33.709
2024-02-28,USD,1.0808
2024-02-28,ZAR,20.786
2024-02-29,AUD,1.6684
2024-02-29,BGN,1.9558
2024-02-29,BRL,5.4054
2024-02-29,CAD,1.4719
2024-02-29,CHF,0.9534
2024-02-29,CNY,7.7888
2024-02-29,CZK,25.363
2024-02-29,DKK,7.454
2024-02-29,GBP,0.85655
2024-02-29,HKD,8.4735
2024-02-29,HUF,393.48
2024-02-29,IDR,17038
2024-02-29,ILS,3.8736
2024-02-29,INR,89.75
2024-02-29,ISK,149.3
2024-02-29,JPY,162.53
2024-02-29,KRW,1447.43
2024-02-29,MXN,18.4969
2024-02-29,MYR,5.1375
2024-02-29,NOK,11.492
2024-02-29,NZD,1.7807
2024-02-29,PHP,60.858
2024-02-29,PLN,4.3208
2024-02-29,RON,4.9706
2024-02-29,SEK,11.215
2024-02-29,SGD,1.457
2024-02-29,THB,38.909
2024-02-29,TRY,33.807
2024-02-29,USD,1.0826
2024-02-29,ZAR,20.901
2024-03-01,AUD,1.6637
2024-03-01,BGN,1.9558
2024-03-01,BRL,5.3656
2024-03-01,CAD,1.4679
2024-03-01,CHF,0.9582
2024-03-01,CNY,7.7837
2024-03-01,CZK,25.333
2024-03-01,DKK,7.4543
2024-03-01,GBP,0.85588
2024-03-01,HKD,8.465
2024-03-01,HUF,393.25
2024-03-01,IDR,17000
2024-03-01,ILS,3.8522
2024-03-01,INR,89.61
2024-03-01,ISK,149.5
2024-03-01,JPY,162.82
2024-03-01,KRW,1444.21
2024-03-01,MXN,18.4079
2024-03-01,MYR,5.1318
2024-03-01,NOK,11.443
2024-03-01,NZD,1.7764
2024-03-01,PHP,60.672
2024-03-01,PLN,4.318
2024-03-01,RON,4.9695
2024-03-01,SEK,11.1948
2024-03-01,SGD,1.4563
2024-03-01,THB,38.884
2024-03-01,TRY,33.894
2024-03-01,USD,1.0813
2024-03-01,ZAR,20.736
2024-03-04,AUD,1.664
2024-03-04,BGN,1.9558
2024-03-04,BRL,5.3718
2024-03-04,CAD,1.4719
2024-03-04,CHF,0.9604
2024-03-04,CNY,7.8084
2024-03-04,CZK,25.356
2024-03-04,DKK,7.4539
2024-03-04,GBP,0.85583
2024-03-04,HKD,8.4861
2024-03-04,HUF,395.25
2024-03-04,IDR,17069
2024-03-04,ILS,3.8775
2024-03-04,INR,89.94
2024-03-04,ISK,149.5
2024-03-04,JPY,163.22
2024-03-04,KRW,1444.94
2024-03-04,MXN,18.4517
2024-03-04,MYR,5.1231
2024-03-04,NOK,11.4325
2024-03-04,NZD,1.7789
2024-03-04,PHP,60.724
2024-03-04,PLN,4.322
2024-03-04,RON,4.9708
2024-03-04,SEK,11.2424
2024-03-04,SGD,1.457
2024-03-04,THB,38.872
2024-03-04,TRY,34.194
2024-03-04,USD,1.0846
2024-03-04,ZAR,20.638
2024-03-05,AUD,1.6709
2024-03-05,BGN,1.9558
2024-03-05,BRL,5.3713
2024-03-05,CAD,1.4747
2024-03-05,CHF,0.9609
2024-03-05,CNY,7.8104
2024-03-05,CZK,25.353
2024-03-05,DKK,7.4542
2024-03-05,GBP,0.85543
2024-03-05,HKD,8.4873
2024-03-05,HUF,395.75
2024-03-05,IDR,17080
2024-03-05,ILS,3.9034
2024-03-05,INR,89.95
2024-03-05,ISK,149.1
2024-03-05,JPY,163.01
2024-03-05,KRW,1447.98
2024-03-05,MXN,18.3924
2024-03-05,MYR,5.137
2024-03-05,NOK,11.475
2024-03-05,NZD,1.7847
2024-03-05,PHP,60.727
2024-03-05,PLN,4.3248
2024-03-05,RON,4.9718
2024-03-05,SEK,11.2803
2024-03-05,SGD,1.4578
2024-03-05,THB,38.861
2024-03-05,TRY,34.347
2024-03-05,USD,1.0849
2024-03-05,ZAR,20.586
2024-03-06,AUD,1.6667
2024-03-06,BGN,1.9558
2024-03-06,BRL,5.375
2024-03-06,CAD,1.477
2024-03-06,CHF,0.9619
2024-03-06,CNY,7.8281
2024-03-06,CZK,25.359
2024-03-06,DKK,7.4544
2024-03-06,GBP,0.85498
2024-03-06,HKD,8.5088
2024-03-06,HUF,392.95
2024-03-06,IDR,17070
2024-03-06,ILS,3.9212
2024-03-06,INR,90.06
2024-03-06,ISK,148.9
2024-03-06,JPY,162.67
2024-03-06,KRW,1450.41
2024-03-06,MXN,18.3532
2024-03-06,MYR,5.1456
2024-03-06,NOK,11.468
2024-03-06,NZD,1.7812
2024-03-06,PHP,60.731
2024-03-06,PLN,4.3018
2024-03-06,RON,4.9706
2024-03-06,SEK,11.2555
2024-03-06,SGD,1.4578
2024-03-06,THB,38.82
2024-03-06,TRY,34.517
2024-03-06,USD,1.0874
2024-03-06,ZAR,20.539
2024-03-07,AUD,1.6501
2024-03-07,BGN,1.9558
2024-03-07,BRL,5.3835
2024-03-07,CAD,1.4705
2024-03-07,CHF,0.9577
2024-03-07,CNY,7.8412
2024-03-07,CZK,25.359
2024-03-07,DKK,7.4552
2024-03-07,GBP,0.85445
2024-03-07,HKD,8.5215
2024-03-07,HUF,395.43
2024-03-07,IDR,17038
2024-03-07,ILS,3.9092
2024-03-07,INR,90.12
2024-03-07,ISK,148.5
2024-03-07,JPY,161.09
2024-03-07,KRW,1446.67
2024-03-07,MXN,18.3715
2024-03-07,MYR,5.1266
2024-03-07,NOK,11.394
2024-03-07,NZD,1.7688
2024-03-07,PHP,60.794
2024-03-07,PLN,4.302
2024-03-07,RON,4.9707
2024-03-07,SEK,11.1944
2024-03-07,SGD,1.4549
2024-03-07,THB,38.764
2024-03-07,TRY,34.693
2024-03-07,USD,1.0895
2024-03-07,ZAR,20.462
2024-03-08,AUD,1.6469
2024-03-08,BGN,1.9558
2024-03-08,BRL,5.4281
2024-03-08,CAD,1.4701
2024-03-08,CHF,0.9588
2024-03-08,CNY,7.8594
2024-03-08,CZK,25.308
2024-03-08,DKK,7.4547
2024-03-08,GBP,0.85168
2024-03-08,HKD,8.5492
2024-03-08,HUF,394.05
2024-03-08,IDR,16979
2024-03-08,ILS,3.9083
2024-03-08,INR,90.44
2024-03-08,ISK,149.3
2024-03-08,JPY,160.99
2024-03-08,KRW,1441.91
2024-03-08,MXN,18.4282
2024-03-08,MYR,5.1216
2024-03-08,NOK,11.3395
2024-03-08,NZD,1.7674
2024-03-08,PHP,60.76
2024-03-08,PLN,4.3065
2024-03-08,RON,4.9693
2024-03-08,SEK,11.164
2024-03-08,SGD,1.4558
2024-03-08,THB,38.776
2024-03-08,TRY,34.944
2024-03-08,USD,1.0932
2024-03-08,ZAR,20.38
2024-03-11,AUD,1.6546
2024-03-11,BGN,1.9558
2024-03-11,BRL,5.4549
2024-03-11,CAD,1.4753
2024-03-11,CHF,0.9594
2024-03-11,CNY,7.8471
2024-03-11,CZK,25.322
2024-03-11,DKK,7.4552
2024-03-11,GBP,0.85208
2024-03-11,HKD,8.544
2024-03-11,HUF,395.55
2024-03-11,IDR,16921
2024-03-11,ILS,3.9429
2024-03-11,INR,90.41
2024-03-11,ISK,148.9
2024-03-11,JPY,160.43
2024-03-11,KRW,1432.46
2024-03-11,MXN,18.3589
2024-03-11,MYR,5.1177
2024-03-11,NOK,11.4405
2024-03-11,NZD,1.7705
2024-03-11,PHP,60.497
2024-03-11,PLN,4.2805
2024-03-11,RON,4.9644
2024-03-11,SEK,11.1865
2024-03-11,SGD,1.4535
2024-03-11,THB,38.689
2024-03-11,TRY,34.965
2024-03-11,USD,1.0926
2024-03-11,ZAR,20.428
2024-03-12,AUD,1.6533
2024-03-12,BGN,1.9558
2024-03-12,BRL,5.4425
2024-03-12,CAD,1.4739
2024-03-12,CHF,0.9588
2024-03-12,CNY,7.835
2024-03-12,CZK,25.272
2024-03-12,DKK,7.4571
2024-03-12,GBP,0.85458
2024-03-12,HKD,8.5405
2024-03-12,HUF,397.8
2024-03-12,IDR,16943
2024-03-12,ILS,3.9921
2024-03-12,INR,90.36
2024-03-12,ISK,148.7
2024-03-12,JPY,161.39
2024-03-12,KRW,1433.16
2024-03-12,MXN,18.3673
2024-03-12,MYR,5.106
2024-03-12,NOK,11.4673
2024-03-12,NZD,1.7737
2024-03-12,PHP,60.387
2024-03-12,PLN,4.2865
2024-03-12,RON,4.9668
2024-03-12,SEK,11.173
2024-03-12,SGD,1.4546
2024-03-12,THB,38.992
2024-03-12,TRY,34.99
2024-03-12,USD,1.0916
2024-03-12,ZAR,20.389
2024-03-13,AUD,1.6542
2024-03-13,BGN,1.9558
2024-03-13,BRL,5.4506
2024-03-13,CAD,1.4756
2024-03-13,CHF,0.9599
2024-03-13,CNY,7.8678
2024-03-13,CZK,25.273
2024-03-13,DKK,7.4573
2024-03-13,GBP,0.85451
2024-03-13,HKD,8.5574
2024-03-13,HUF,396.9
2024-03-13,IDR,17039
2024-03-13,ILS,3.9947
2024-03-13,INR,90.59
2024-03-13,ISK,148.5
2024-03-13,JPY,161.83
2024-03-13,KRW,1439.01
2024-03-13,MXN,18.3472
2024-03-13,MYR,5.1282
2024-03-13,NOK,11.4805
2024-03-13,NZD,1.777
2024-03-13,PHP,60.583
2024-03-13,PLN,4.286
2024-03-13,RON,4.9683
2024-03-13,SEK,11.193
2024-03-13,SGD,1.4581
2024-03-13,THB,39.036
2024-03-13,TRY,35.114
2024-03-13,USD,1.0939
2024-03-13,ZAR,20.454
2024-03-14,AUD,1.6529
2024-03-14,BGN,1.9558
2024-03-14,BRL,5.4237
2024-03-14,CAD,1.4725
2024-03-14,CHF,0.9616
2024-03-14,CNY,7.8564
2024-03-14,CZK,25.198
2024-03-14,DKK,7.4568
2024-03-14,GBP,0.8542
2024-03-14,HKD,8.5455
2024-03-14,HUF,394.9
2024-03-14,IDR,17041
2024-03-14,ILS,3.9682
2024-03-14,INR,90.52
2024-03-14,ISK,148.5
2024-03-14,JPY,161.7
2024-03-14,KRW,1441.24
2024-03-14,MXN,18.2308
2024-03-14,MYR,5.1195
2024-03-14,NOK,11.467
2024-03-14,NZD,1.7748
2024-03-14,PHP,60.503
2024-03-14,PLN,4.2935
2024-03-14,RON,4.971
2024-03-14,SEK,11.2245
2024-03-14,SGD,1.4567
2024-03-14,THB,39.002
2024-03-14,TRY,35.095
2024-03-14,USD,1.0925
2024-03-14,ZAR,20.366
2024-03-15,AUD,1.6579
2024-03-15,BGN,1.9558
2024-03-15,BRL,5.4461
2024-03-15,CAD,1.4731
2024-03-15,CHF,0.9613
2024-03-15,CNY,7.838
2024-03-15,CZK,25.166
2024-03-15,DKK,7.4571
2024-03-15,GBP,0.8541
2024-03-15,HKD,8.5199
2024-03-15,HUF,393.2
2024-03-15,IDR,17011
2024-03-15,ILS,3.9811
2024-03-15,INR,90.26
2024-03-15,ISK,148.9
2024-03-15,JPY,162.03
2024-03-15,KRW,1448.71
2024-03-15,MXN,18.1915
2024-03-15,MYR,5.1241
2024-03-15,NOK,11.5205
2024-03-15,NZD,1.786
2024-03-15,PHP,60.494
2024-03-15,PLN,4.2953
2024-03-15,RON,4.9711
2024-03-15,SEK,11.2674
2024-03-15,SGD,1.4562
2024-03-15,THB,39.053
2024-03-15,TRY,35.092
2024-03-15,USD,1.0892
2024-03-15,ZAR,20.352
2024-03-18,AUD,1.6583
2024-03-18,BGN,1.9558
2024-03-18,BRL,5.4382
2024-03-18,CAD,1.4745
2024-03-18,CHF,0.963
2024-03-18,CNY,7.8402
2024-03-18,CZK,25.2
2024-03-18,DKK,7.4573
2024-03-18,GBP,0.85525
2024-03-18,HKD,8.5168
2024-03-18,HUF,394.95
2024-03-18,IDR,17121
2024-03-18,ILS,3.9759
2024-03-18,INR,90.28
2024-03-18,ISK,148.9
2024-03-18,JPY,162.51
2024-03-18,KRW,1452.75
2024-03-18,MXN,18.2207
2024-03-18,MYR,5.1394
2024-03-18,NOK,11.5565
2024-03-18,NZD,1.7881
2024-03-18,PHP,60.56
2024-03-18,PLN,4.3113
2024-03-18,RON,4.9716
2024-03-18,SEK,11.3178
2024-03-18,SGD,1.4575
2024-03-18,THB,39.173
2024-03-18,TRY,35.182
2024-03-18,USD,1.0892
2024-03-18,ZAR,20.586
2024-03-19,AUD,1.6651
2024-03-19,BGN,1.9558
2024-03-19,BRL,5.4766
2024-03-19,CAD,1.4767
2024-03-19,CHF,0.963
2024-03-19,CNY,7.814
2024-03-19,CZK,25.268
2024-03-19,DKK,7.4571
2024-03-19,GBP,0.85445
2024-03-19,HKD,8.4902
2024-03-19,HUF,394.5
2024-03-19,IDR,17090
2024-03-19,ILS,3.9805
2024-03-19,INR,90.11
2024-03-19,ISK,148.9
2024-03-19,JPY,163.37
2024-03-19,KRW,1453.28
2024-03-19,MXN,18.3376
2024-03-19,MYR,5.1372
2024-03-19,NOK,11.5985
2024-03-19,NZD,1.7938
2024-03-19,PHP,60.721
2024-03-19,PLN,4.321
2024-03-19,RON,4.9742
2024-03-19,SEK,11.3465
2024-03-19,SGD,1.4565
2024-03-19,THB,39.15
2024-03-19,TRY,35.106
2024-03-19,USD,1.0854
2024-03-19,ZAR,20.544
2024-03-20,AUD,1.6633
2024-03-20,BGN,1.9558
2024-03-20,BRL,5.4414
2024-03-20,CAD,1.4736
2024-03-20,CHF,0.9658
2024-03-20,CNY,7.8058
2024-03-20,CZK,25.289
2024-03-20,DKK,7.4572
2024-03-20,GBP,0.85438
2024-03-20,HKD,8.4837
2024-03-20,HUF,395.33
2024-03-20,IDR,17065
2024-03-20,ILS,3.9816
2024-03-20,INR,90.24
2024-03-20,ISK,148.5
2024-03-20,JPY,164.54
2024-03-20,KRW,1453.86
2024-03-20,MXN,18.2541
2024-03-20,MYR,5.1379
2024-03-20,NOK,11.5725
2024-03-20,NZD,1.7976
2024-03-20,PHP,60.978
2024-03-20,PLN,4.3248
2024-03-20,RON,4.9721
2024-03-20,SEK,11.3595
2024-03-20,SGD,1.4579
2024-03-20,THB,39.244
2024-03-20,TRY,35.124
2024-03-20,USD,1.0844
2024-03-20,ZAR,20.459
2024-03-21,AUD,1.6535
2024-03-21,BGN,1.9558
2024-03-21,BRL,5.421
2024-03-21,CAD,1.4736
2024-03-21,CHF,0.9766
2024-03-21,CNY,7.852
2024-03-21,CZK,25.243
2024-03-21,DKK,7.4579
2024-03-21,GBP,0.85678
2024-03-21,HKD,8.53
2024-03-21,HUF,393.35
2024-03-21,IDR,17092
2024-03-21,ILS,3.9186
2024-03-21,INR,90.66
2024-03-21,ISK,148.7
2024-03-21,JPY,164.96
2024-03-21,KRW,1449.01
2024-03-21,MXN,18.261
2024-03-21,MYR,5.1424
2024-03-21,NOK,11.543
2024-03-21,NZD,1.7963
2024-03-21,PHP,61.033
2024-03-21,PLN,4.3028
2024-03-21,RON,4.9734
2024-03-21,SEK,11.3645
2024-03-21,SGD,1.4619
2024-03-21,THB,39.396
2024-03-21,TRY,34.944
2024-03-21,USD,1.0907
2024-03-21,ZAR,20.418
2024-03-22,AUD,1.6601
2024-03-22,BGN,1.9558
2024-03-22,BRL,5.4099
2024-03-22,CAD,1.4688
2024-03-22,CHF,0.9729
2024-03-22,CNY,7.8245
2024-03-22,CZK,25.371
2024-03-22,DKK,7.4581
2024-03-22,GBP,0.85795
2024-03-22,HKD,8.4645
2024-03-22,HUF,396.3
2024-03-22,IDR,17112
2024-03-22,ILS,3.9265
2024-03-22,INR,90.41
2024-03-22,ISK,148.9
2024-03-22,JPY,163.74
2024-03-22,KRW,1453.62
2024-03-22,MXN,18.1372
2024-03-22,MYR,5.1274
2024-03-22,NOK,11.617
2024-03-22,NZD,1.802
2024-03-22,PHP,60.928
2024-03-22,PLN,4.317
2024-03-22,RON,4.9727
2024-03-22,SEK,11.4025
2024-03-22,SGD,1.4593
2024-03-22,THB,39.298
2024-03-22,TRY,34.621
2024-03-22,USD,1.0823
2024-03-22,ZAR,20.56
2024-03-25,AUD,1.658
2024-03-25,BGN,1.9558
2024-03-25,BRL,5.4069
2024-03-25,CAD,1.4722
2024-03-25,CHF,0.9724
2024-03-25,CNY,7.8134
2024-03-25,CZK,25.266
2024-03-25,DKK,7.4585
2024-03-25,GBP,0.85698
2024-03-25,HKD,8.4748
2024-03-25,HUF,396.17
2024-03-25,IDR,17101
2024-03-25,ILS,3.9369
2024-03-25,INR,90.37
2024-03-25,ISK,149.1
2024-03-25,JPY,163.78
2024-03-25,KRW,1453.39
2024-03-25,MXN,18.1374
2024-03-25,MYR,5.1195
2024-03-25,NOK,11.605
2024-03-25,NZD,1.8046
2024-03-25,PHP,60.92
2024-03-25,PLN,4.3078
2024-03-25,RON,4.9712
2024-03-25,SEK,11.457
2024-03-25,SGD,1.4573
2024-03-25,THB,39.364
2024-03-25,TRY,34.833
2024-03-25,USD,1.0835
2024-03-25,ZAR,20.489
2024-03-26,AUD,1.6574
2024-03-26,BGN,1.9558
2024-03-26,BRL,5.4067
2024-03-26,CAD,1.4718
2024-03-26,CHF,0.981
2024-03-26,CNY,7.8358
2024-03-26,CZK,25.277
2024-03-26,DKK,7.459
2024-03-26,GBP,0.85846
2024-03-26,HKD,8.492
2024-03-26,HUF,395.45
2024-03-26,IDR,17150
2024-03-26,ILS,3.9747
2024-03-26,INR,90.44
2024-03-26,ISK,149.3
2024-03-26,JPY,164.4
2024-03-26,KRW,1455.75
2024-03-26,MXN,18.1165
2024-03-26,MYR,5.1236
2024-03-26,NOK,11.626
2024-03-26,NZD,1.8036
2024-03-26,PHP,61.055
2024-03-26,PLN,4.3093
2024-03-26,RON,4.9702
2024-03-26,SEK,11.453
2024-03-26,SGD,1.4595
2024-03-26,THB,39.415
2024-03-26,TRY,34.954
2024-03-26,USD,1.0855
2024-03-26,ZAR,20.529
2024-03-27,AUD,1.66
2024-03-27,BGN,1.9558
2024-03-27,BRL,5.3969
2024-03-27,CAD,1.4712
2024-03-27,CHF,0.9811
2024-03-27,CNY,7.8182
2024-03-27,CZK,25.319
2024-03-27,DKK,7.4582
2024-03-27,GBP,0.85768
2024-03-27,HKD,8.4615
2024-03-27,HUF,395.4
2024-03-27,IDR,17194
2024-03-27,ILS,3.9582
2024-03-27,INR,90.13
2024-03-27,ISK,149.9
2024-03-27,JPY,163.52
2024-03-27,KRW,1461.31
2024-03-27,MXN,17.9367
2024-03-27,MYR,5.1192
2024-03-27,NOK,11.6825
2024-03-27,NZD,1.8043
2024-03-27,PHP,60.849
2024-03-27,PLN,4.3148
2024-03-27,RON,4.9721
2024-03-27,SEK,11.506
2024-03-27,SGD,1.4586
2024-03-27,THB,39.381
2024-03-27,TRY,34.9
2024-03-27,USD,1.0816
2024-03-27,ZAR,20.472
2024-03-28,AUD,1.6607
2024-03-28,BGN,1.9558
2024-03-28,BRL,5.4032
2024-03-28,CAD,1.4672
2024-03-28,CHF,0.9766
2024-03-28,CNY,7.8144
2024-03-28,CZK,25.305
2024-03-28,DKK,7.458
2024-03-28,GBP,0.8551
2024-03-28,HKD,8.4594
2024-03-28,HUF,395.26
2024-03-28,IDR,17158
2024-03-28,ILS,3.9799
2024-03-28,INR,90.14
2024-03-28,ISK,150.3
2024-03-28,JPY,163.45
2024-03-28,KRW,1458.67
2024-03-28,MXN,17.9179
2024-03-28,MYR,5.1168
2024-03-28,NOK,11.699
2024-03-28,NZD,1.8092
2024-03-28,PHP,60.797
2024-03-28,PLN,4.3123
2024-03-28,RON,4.9735
2024-03-28,SEK,11.525
2024-03-28,SGD,1.4587
2024-03-28,THB,39.412
2024-03-28,TRY,34.949
2024-03-28,USD,1.0811
2024-03-28,ZAR,20.523
2024-04-02,AUD,1.6522
2024-04-02,BGN,1.9558
2024-04-02,BRL,5.4114
2024-04-02,CAD,1.4577
2024-04-02,CHF,0.9765
2024-04-02,CNY,7.7779
2024-04-02,CZK,25.361
2024-04-02,DKK,7.4582
2024-04-02,GBP,0.8551
2024-04-02,HKD,8.4148
2024-04-02,HUF,395.63
2024-04-02,IDR,17103
